"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","Not applicable",105
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$150-$299 ($7,800-$15,599)","Total",105
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Not applicable",58
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$300-$399 ($15,600-$20,799)","Total",58
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Not applicable",574
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$400-$499 ($20,800-$25,999)","Total",574
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Not applicable",371
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$500-$649 ($26,000-$33,799)","Total",371
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Not applicable",1654
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$650-$799 ($33,800-$41,599)","Total",1654
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Not applicable",1612
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$800-$999 ($41,600-$51,999)","Total",1612
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Not applicable",2469
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,000-$1,249 ($52,000-$64,999)","Total",2469
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Not applicable",2688
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,250-$1,499 ($65,000-$77,999)","Total",2688
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Not applicable",2081
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,500-$1,749 ($78,000-$90,999)","Total",2081
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Couple family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: Five dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","One parent family with: Six or more dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Not applicable",2200
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$1,750-$1,999 ($91,000-$103,999)","Total",2200
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$2,000-$2,499 ($104,000-$129,999)","Couple family with: No dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$2,000-$2,499 ($104,000-$129,999)","Couple family with: One dependent child",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$2,000-$2,499 ($104,000-$129,999)","Couple family with: Two dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$2,000-$2,499 ($104,000-$129,999)","Couple family with: Three dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$2,000-$2,499 ($104,000-$129,999)","Couple family with: Four dependent children",0
"Families Location on Census Night","One family household: Couple family with no children","Unincorporated ACT","$2,000-$2,499 ($104,000-$129,999)","Couple family with: Five dependent children",0
