Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"CDCF Count of Dependent Children in Family by POA by FINF Total Family Income (weekly)"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

" Couple family with: No dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"0860, NT",0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,4,6,0,0,5,0,0,9,3,0,39,
"0862, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"0870, NT",0,0,0,0,0,0,0,5,0,5,6,7,18,20,21,30,32,24,15,15,8,0,63,4,0,261,
"0873, NT",0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,9,0,7,0,0,0,0,9,0,0,43,
"0874, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"0875, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,8,4,0,30,
"0880, NT",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,3,7,0,6,10,0,52,
"0885, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,
"0886, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Total",4,5,3,14,13,14,21,69,61,82,90,106,115,238,254,261,226,181,130,174,107,28,576,78,0,2856,


" Couple family with: One dependent child"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0800, NT",0,0,0,0,0,0,0,9,3,15,15,9,12,37,14,10,24,13,9,11,3,0,15,0,0,198,
"0810, NT",0,0,0,0,7,12,11,16,26,69,80,81,91,193,176,125,103,57,46,52,33,4,159,11,0,1349,
"0812, NT",0,3,0,5,0,4,5,13,14,29,44,29,41,113,86,69,46,29,30,30,14,4,93,4,0,705,
"0815, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0820, NT",0,0,0,0,0,0,7,13,11,25,38,29,28,94,57,56,69,39,38,36,33,3,77,3,0,672,
"0822, NT",3,4,42,64,17,131,49,60,63,52,32,28,26,44,44,28,19,3,7,7,5,0,83,81,0,868,
"0828, NT",0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,0,0,0,3,3,6,0,4,0,0,29,
"0829, NT",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,
"0830, NT",0,3,6,3,0,0,7,15,15,24,21,47,42,104,81,77,59,34,20,27,10,0,102,13,0,717,
"0832, NT",0,0,0,0,0,5,10,0,6,20,26,37,53,120,113,83,89,34,39,23,16,0,64,5,0,752,
"0834, NT",0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,3,6,0,0,0,0,0,18,0,0,62,
"0835, NT",0,0,0,0,0,0,0,0,0,0,5,6,5,16,8,9,15,0,6,12,0,0,17,0,0,101,
"0836, NT",0,0,0,0,0,0,3,0,0,9,21,11,6,46,39,28,37,20,13,10,12,0,45,6,0,302,
"0837, NT",0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,
"0838, NT",0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,5,0,0,0,0,0,0,3,0,0,23,
"0839, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,18,
"0840, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"0841, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,25,
"0845, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"0846, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,13,
"0847, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"0850, NT",0,0,0,4,0,0,3,0,8,10,23,16,13,36,37,20,13,10,4,4,7,0,41,3,0,233,
"0852, NT",0,0,10,11,3,50,19,20,19,18,11,8,12,3,0,3,3,3,4,0,5,0,39,11,0,242,
"0853, NT",0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,0,0,0,0,0,0,0,0,0,0,27,
"0854, NT",0,0,0,0,0,5,0,0,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,
"0860, NT",0,0,0,0,0,3,4,0,4,6,4,4,3,9,9,10,5,7,3,0,0,0,13,5,0,84,
"0862, NT",0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,12,
"0870, NT",0,0,0,3,0,10,4,4,18,19,46,39,40,124,86,62,42,15,16,20,15,0,98,13,0,678,
"0873, NT",0,0,0,0,0,5,0,8,3,0,5,6,4,7,9,3,3,0,0,3,0,0,11,0,0,64,
"0874, NT",0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,4,0,3,0,0,21,
"0875, NT",0,0,0,0,0,0,0,0,0,3,3,3,6,11,12,14,3,3,0,4,0,0,10,3,0,67,
"0880, NT",0,3,5,5,0,14,3,3,7,3,5,6,10,23,18,8,10,11,3,0,5,0,14,33,0,183,
"0885, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,5,4,0,0,8,0,0,30,
"0886, NT",0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,10,3,0,0,0,0,8,0,0,36,
"Total",4,22,63,89,25,249,121,169,211,315,376,371,419,1044,824,629,556,284,253,252,153,12,904,201,0,7560,


" Couple family with: Two dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0800, NT",0,0,0,0,0,0,0,0,0,3,8,7,6,11,10,3,21,10,4,0,4,0,3,0,0,96,
"0810, NT",0,0,0,4,0,0,5,13,20,40,63,80,104,207,173,128,110,58,83,73,51,0,144,11,0,1370,
"0812, NT",0,0,0,4,3,4,3,5,21,28,32,38,50,108,105,85,74,37,36,25,13,0,65,4,0,749,
"0815, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0820, NT",0,0,0,0,0,0,0,7,8,10,24,20,36,82,61,53,86,43,53,53,39,9,75,5,0,668,
"0822, NT",0,0,37,41,15,94,48,66,68,44,41,20,23,56,25,28,17,16,13,8,13,0,70,42,0,786,
"0828, NT",0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,0,4,0,0,19,
"0829, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"0830, NT",0,4,0,0,0,0,10,6,11,27,34,41,46,122,89,81,78,39,26,40,20,4,89,3,0,785,
"0832, NT",0,0,0,0,0,0,0,0,11,22,32,39,55,147,104,89,119,47,50,43,7,0,81,6,0,857,
"0834, NT",0,0,0,0,0,0,0,0,0,0,0,4,6,12,10,13,10,5,6,4,5,0,14,0,0,78,
"0835, NT",0,0,0,0,0,0,0,6,0,6,3,6,14,9,15,13,15,12,11,10,3,0,11,0,0,133,
"0836, NT",0,0,0,0,0,0,5,0,3,8,10,14,9,52,56,60,40,25,19,15,8,0,48,5,0,380,
"0837, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,16,
"0838, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,5,0,0,4,0,0,6,0,0,35,
"0839, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,
"0840, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"0841, NT",0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,7,0,0,0,6,0,0,28,
"0845, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,
"0846, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,
"0847, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"0850, NT",0,0,0,0,0,0,3,7,3,14,17,15,18,45,41,26,16,3,8,0,0,0,35,6,0,260,
"0852, NT",0,4,3,8,0,42,12,22,25,19,7,4,13,15,3,4,0,0,0,0,0,0,31,9,0,229,
"0853, NT",0,0,0,0,0,0,0,0,0,3,0,8,9,7,10,0,6,0,0,0,0,0,9,0,0,59,
"0854, NT",0,0,0,0,0,0,0,0,4,5,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,14,
"0860, NT",0,0,0,0,0,8,4,0,3,3,3,0,5,9,7,5,0,0,0,0,0,0,7,0,0,60,
"0862, NT",0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"0870, NT",0,0,0,0,0,3,6,0,14,13,23,41,40,129,125,77,57,25,23,24,12,0,95,0,0,715,
"0873, NT",0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,0,6,4,0,0,0,0,13,0,0,62,
"0874, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,4,0,0,18,
"0875, NT",0,0,0,0,0,0,0,0,3,3,3,9,6,22,9,14,10,3,7,5,0,0,6,0,0,103,
"0880, NT",0,0,0,0,0,10,5,0,3,4,5,10,5,28,32,20,14,10,3,3,8,3,24,39,0,232,
"0885, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,10,0,10,7,3,0,5,0,0,56,
"0886, NT",0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,3,3,4,0,3,0,0,3,5,0,30,
"Total",5,20,49,63,24,166,101,147,199,258,326,360,469,1135,933,727,696,330,354,327,194,14,852,154,0,7890,


" Couple family with: Three dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0800, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,0,0,20,
"0810, NT",0,0,0,3,0,0,0,3,17,21,27,29,23,73,46,40,35,24,32,32,22,4,62,8,0,495,
"0812, NT",0,0,0,3,0,0,4,3,5,13,5,14,21,37,29,31,24,13,7,13,5,0,35,8,0,274,
"0815, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0820, NT",0,0,0,0,0,0,0,3,5,8,0,9,0,33,12,24,32,20,8,19,7,0,24,3,0,209,
"0822, NT",0,0,6,16,6,47,29,28,36,24,20,19,16,19,12,10,5,0,3,9,4,0,48,30,0,393,
"0828, NT",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,
"0829, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0830, NT",0,0,0,0,0,0,10,0,4,6,18,16,12,46,33,22,28,16,14,8,5,0,42,6,0,286,
"0832, NT",0,0,0,0,0,4,0,0,5,10,10,23,27,60,40,31,38,19,15,16,3,0,34,4,0,340,
"0834, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,6,0,3,0,6,0,0,22,
"0835, NT",0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,8,3,3,0,4,0,0,8,0,0,52,
"0836, NT",0,0,0,0,0,0,0,0,0,4,8,4,10,23,13,6,19,5,12,7,0,0,10,0,0,136,
"0837, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
"0838, NT",0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,17,
"0839, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"0840, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0841, NT",0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,
"0845, NT",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"0846, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0847, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"0850, NT",0,0,0,0,0,7,0,5,8,4,4,8,5,18,20,4,4,4,0,0,0,0,19,3,0,114,
"0852, NT",0,0,4,3,0,31,14,11,10,10,5,4,4,4,0,0,0,0,0,0,0,0,30,4,0,144,
"0853, NT",0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,3,0,0,0,0,0,0,0,0,0,23,
"0854, NT",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"0860, NT",0,0,0,0,0,3,0,0,0,0,3,7,3,0,3,0,0,0,0,0,0,0,6,0,0,35,
"0862, NT",0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"0870, NT",0,0,0,0,0,3,0,5,5,7,10,9,20,49,34,33,22,7,18,5,5,0,36,0,0,281,
"0873, NT",0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,6,0,0,0,0,0,0,6,0,0,31,
"0874, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,13,
"0875, NT",0,0,0,0,0,0,0,0,0,0,6,4,3,5,4,0,0,0,0,0,0,0,4,0,0,35,
"0880, NT",0,0,0,0,0,0,0,0,0,5,5,12,4,7,9,15,8,8,3,3,0,0,6,5,0,93,
"0885, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,21,
"0886, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,
"Total",0,4,22,36,9,102,63,67,108,122,136,159,159,431,301,253,229,133,128,108,61,4,398,87,0,3108,


" Couple family with: Four dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0800, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0810, NT",0,0,0,0,0,4,0,0,3,9,14,6,6,20,12,9,9,3,10,7,0,0,28,3,0,139,
"0812, NT",0,0,0,4,0,0,0,0,0,3,11,0,8,7,16,8,6,4,0,4,4,0,16,0,0,92,
"0815, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0820, NT",0,0,0,0,0,0,0,0,4,4,4,6,6,7,4,0,4,6,6,3,3,0,0,0,0,55,
"0822, NT",0,0,8,15,4,11,21,18,24,9,5,7,10,7,5,4,5,0,0,0,0,0,25,11,0,186,
"0828, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"0829, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0830, NT",0,0,0,0,0,0,3,0,4,8,6,6,5,7,3,3,5,0,0,0,0,0,9,0,0,81,
"0832, NT",0,0,0,0,0,0,0,0,0,0,6,0,8,12,11,7,6,5,3,0,0,0,14,0,0,78,
"0834, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,
"0835, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,
"0836, NT",0,0,0,0,0,0,0,0,0,0,0,8,4,6,7,0,4,0,0,0,0,0,6,0,0,34,
"0837, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0838, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"0839, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0840, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0841, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"0845, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0846, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0847, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"0850, NT",0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,8,0,0,39,
"0852, NT",0,0,0,0,0,12,4,6,6,8,6,4,0,4,0,0,0,0,0,0,0,0,18,0,0,84,
"0853, NT",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"0854, NT",0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"0860, NT",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,
"0862, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"0870, NT",0,0,0,0,0,0,0,0,0,3,4,3,5,6,10,5,0,3,0,3,4,0,11,3,0,65,
"0873, NT",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,
"0874, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"0875, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,
"0880, NT",0,0,0,0,0,0,0,4,0,5,0,0,0,4,3,4,4,0,0,0,0,0,3,9,0,24,
"0885, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"0886, NT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,
"Total",0,0,13,19,3,33,33,39,49,47,58,38,60,112,93,54,43,37,23,15,16,0,149,32,0,975,


" Couple family with: Five dependent children"
