"Hope Vale (S)",3,34,21,207,97,42,60,24,25,25,13,9,3,8,0,77,262,919,
"Ipswich (C)",823,12257,6004,10632,12453,12156,11600,13048,14621,14483,9293,7091,4179,4599,1554,13022,45921,193737,
"Isaac (R)",121,1356,555,661,659,675,699,750,809,990,805,795,813,1956,1152,2843,5298,20941,
"Kowanyama (S)",3,48,11,225,103,81,67,34,21,20,11,15,5,5,7,31,257,944,
"Livingstone (S)",148,2322,1242,2069,2793,2458,2291,2104,2066,2106,1502,1335,974,1546,735,3709,6852,36270,
"Lockhart River (S)",0,12,20,105,31,26,39,12,12,12,12,8,7,5,0,193,222,714,
"Lockyer Valley (R)",138,2398,1396,2634,3443,3088,2660,2679,2607,2325,1362,1122,625,693,276,3620,7549,38603,
"Logan (C)",1376,21595,9515,17596,20747,19604,18775,21566,23288,22102,13791,10096,5902,6585,2454,19836,68535,303384,
"Longreach (R)",42,145,120,181,226,250,205,270,287,285,200,142,93,117,52,346,691,3663,
"Mackay (R)",560,7750,3652,5979,6927,6726,6764,6590,7124,7172,5064,4793,3424,5823,2668,10182,23766,114970,
"McKinlay (S)",12,29,14,19,44,51,42,59,73,59,39,27,25,53,23,83,138,796,
"Mapoon (S)",0,8,7,61,32,21,16,23,4,3,6,5,3,0,0,15,86,311,
"Maranoa (R)",133,541,352,581,743,697,808,756,882,950,651,525,321,482,218,1275,2753,12664,
"Mareeba (S)",113,1035,728,1435,1948,1621,1491,1469,1379,1182,735,568,300,392,186,3101,3878,21554,
"Moreton Bay (R)",1420,26351,14587,23914,31116,28994,27825,28428,30381,30017,19834,16463,10053,13594,6177,27006,89129,425309,
"Mornington (S)",11,70,24,175,99,56,48,43,31,32,16,18,11,23,4,139,346,1143,
"Mount Isa (C)",61,1058,440,664,644,732,749,809,933,1079,944,837,807,1907,490,2028,4477,18668,
"Murweh (S)",22,182,125,218,316,324,277,298,341,326,185,153,96,105,53,390,906,4309,
"Napranum (S)",0,84,54,217,84,32,41,42,17,18,28,6,3,15,6,18,292,955,
"Noosa (S)",223,2922,1815,3244,4517,4442,4323,3974,3620,3321,2038,1813,1017,1415,1150,3880,8446,52147,
"North Burnett (R)",115,493,337,703,1045,958,751,742,669,561,276,228,150,179,103,1325,1858,10482,
"Northern Peninsula Area (R)",0,221,40,256,214,138,202,182,122,81,72,51,23,32,13,118,1030,2796,
"Palm Island (S)",4,111,73,601,211,108,128,112,96,49,37,27,11,20,6,74,783,2443,
"Paroo (S)",18,77,40,121,166,147,120,105,98,98,73,45,32,26,23,149,316,1642,
"Pormpuraaw (S)",0,21,22,175,106,45,62,20,20,13,6,8,11,8,0,27,201,753,
"Quilpie (S)",13,37,18,33,50,64,54,70,63,69,47,25,17,23,8,55,167,813,
"Redland (C)",446,9281,5227,7921,10642,10376,9532,9752,10704,10911,7407,6501,3992,5730,3100,7876,27610,147011,
"Richmond (S)",12,25,17,35,55,71,66,60,64,59,38,27,14,15,8,68,147,787,
"Rockhampton (R)",295,4661,2612,4840,5821,6019,4898,5106,5292,5223,3469,2816,1884,2697,1141,6387,16578,79726,
"Scenic Rim (R)",176,2181,1367,2501,3528,3395,2915,2729,2594,2504,1569,1367,767,962,462,3471,7583,40078,
"Somerset (R)",112,1457,815,1757,2373,2107,1711,1564,1576,1493,908,650,384,419,193,2055,5030,24593,
"South Burnett (R)",169,1508,1002,2454,3955,3288,2385,2147,1896,1566,863,712,416,669,306,2732,6131,32186,
"Southern Downs (R)",163,1689,1257,2564,3761,3371,2854,2739,2447,1960,1029,815,448,462,261,2689,6610,35115,
"Sunshine Coast (R)",1012,16531,10148,17461,23779,23992,22456,21067,20735,19563,12594,10617,6499,8702,5324,20510,53374,294365,
"Tablelands (R)",123,1243,871,1693,2523,2266,1886,1746,1576,1318,792,653,413,487,272,2453,4511,24830,
"Toowoomba (R)",651,8818,5348,8894,11945,11876,11033,11246,11327,11024,7074,6082,3812,4720,2244,12091,32591,160779,
"Torres (S)",14,208,66,181,117,162,162,170,182,184,168,141,92,150,31,601,982,3612,
"Torres Strait Island (R)",17,211,89,713,312,256,316,211,139,99,54,37,18,28,16,436,1560,4517,
"Townsville (C)",653,11421,6451,10645,11335,11353,11052,11554,12946,13771,10221,8303,5096,6568,2674,15014,37707,186753,
"Weipa (T)",10,193,80,78,74,72,120,156,197,224,196,245,296,458,116,362,1037,3907,
"Western Downs (R)",199,1722,1055,1854,2398,2401,1975,1961,2121,2135,1282,1048,706,1029,572,3599,7388,33444,
"Whitsunday (R)",147,1537,897,1647,2291,2218,2337,2567,2690,2355,1292,1097,651,1066,565,4311,6121,33782,
"Winton (S)",24,50,25,50,76,95,85,98,78,91,58,31,15,19,17,133,182,1128,
"Woorabinda (S)",8,29,33,194,60,63,63,30,25,17,11,3,10,9,6,83,324,960,
"Wujal Wujal (S)",0,9,13,87,47,12,17,6,0,7,5,0,0,4,0,11,67,281,
"Yarrabah (S)",18,80,122,624,204,150,153,103,57,36,14,14,5,3,7,94,871,2560,
"No usual address (Qld)",129,1020,401,1472,1606,1096,793,811,641,535,266,236,118,182,109,2273,824,12515,
"Migratory - Offshore - Shipping (Qld)",0,9,6,13,14,14,12,11,9,8,4,4,4,8,7,27,9,152,
"Total",19097,304431,155102,267305,328755,320752,301620,303800,323207,322065,216133,184549,118969,171568,97719,355417,912699,4703192,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
